X,Y,OBJECTID,ID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,DATECREATE
-88.675996567999945,32.409301676000041,4011,10,ALLIANCE HEALTH SYSTEM,5000 HIGHWAY 39 NORTH,NOT AVAILABLE,MERIDIAN,MS,39303,NOT AVAILABLE,(601) 483-6211,GENERAL ACUTE CARE,OPEN,154,LAUDERDALE,28075,USA,32.409301676,-88.675996568,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2013-08-30T00:00:00.000Z,http://www.alliancehealthcenter.com,License #12-308,NOT AVAILABLE,28,PROPRIETARY,-999,154,NOT AVAILABLE,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-88.726461968999956,32.376057285000051,4012,11,EAST MS STATE HOSPITAL,4555 HIGHLAND PARK DRIVE,NOT AVAILABLE,MERIDIAN,MS,39304,NOT AVAILABLE,(601) 581-7600,PSYCHIATRIC,OPEN,201,LAUDERDALE,28075,USA,32.3760572850001,-88.726461969,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2013-08-30T00:00:00.000Z,http://www.emsh.state.ms.us,License #31-136,NOT AVAILABLE,28,GOVERNMENT - STATE,-999,201,NOT AVAILABLE,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-88.700070037999978,32.371154739000076,4013,12,ANDERSON REGIONAL MEDICAL CENTER,2124 14TH STREET,NOT AVAILABLE,MERIDIAN,MS,39301,NOT AVAILABLE,(601) 553-6000,GENERAL ACUTE CARE,OPEN,260,LAUDERDALE,28075,USA,32.3711547390001,-88.700070038,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.jarmc.org,License #13-237,NOT AVAILABLE,28,NON-PROFIT,-999,260,III,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-88.697530111999981,32.37003789200002,4014,13,RUSH FOUNDATION HOSPITAL,1314 19TH AVENUE,NOT AVAILABLE,MERIDIAN,MS,39301,NOT AVAILABLE,(601) 483-0011,GENERAL ACUTE CARE,OPEN,215,LAUDERDALE,28075,USA,32.370037892,-88.697530112,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.rushhealthsystems.org/rfh/,License #13-059,NOT AVAILABLE,28,NON-PROFIT,-999,215,III,Y,2013-03-27T00:00:00.000Z
-88.697254402999988,32.369612309000033,4015,14,THE SPECIALTY HOSPITAL OF MERIDIAN,1314 19TH AVENUE,NOT AVAILABLE,MERIDIAN,MS,39301,NOT AVAILABLE,(601) 486-4211,GENERAL ACUTE CARE,OPEN,49,LAUDERDALE,28075,USA,32.369612309,-88.697254403,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.specialtyhospitalofmeridian.com/shm/,License #23-324,NOT AVAILABLE,28,NON-PROFIT,-999,49,NOT AVAILABLE,Y,2013-03-27T00:00:00.000Z
-90.099842700999943,31.554070363000033,4016,15,LAWRENCE COUNTY HOSPITAL,1065 EAST BROAD STREET,NOT AVAILABLE,MONTICELLO,MS,39654,NOT AVAILABLE,(601) 587-4051,CRITICAL ACCESS,OPEN,25,LAWRENCE,28077,USA,31.5540703630001,-90.0998427009999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.smrmc.com,License # 11-222,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,25,IV,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-89.520198950999941,34.348820287000024,4017,16,BAPTIST MEMORIAL HOSPITAL - NORTH MS,2301 SOUTH LAMAR BOULEVARD,NOT AVAILABLE,OXFORD,MS,38655,NOT AVAILABLE,(662) 232-8100,GENERAL ACUTE CARE,OPEN,217,LAFAYETTE,28071,USA,34.348820287,-89.5201989509999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.baptistonline.org/north-mississippi/,License #13-228,NOT AVAILABLE,28,NON-PROFIT,-999,217,III,Y,2013-03-27T00:00:00.000Z
-89.425213130999964,31.16660223500002,4018,17,SOUTH MS STATE HOSPITAL,823 HIGHWAY 589,NOT AVAILABLE,PURVIS,MS,39475,NOT AVAILABLE,(601) 794-0100,PSYCHIATRIC,OPEN,50,LAMAR,28073,USA,31.166602235,-89.425213131,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2013-09-03T00:00:00.000Z,http://www.smsh.state.ms.us,License #31-329,NOT AVAILABLE,28,GOVERNMENT - STATE,-999,50,NOT AVAILABLE,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-89.366462364999961,31.326073963000056,4019,18,MERIT HEALTH WESLEY,5001 HARDY STREET,NOT AVAILABLE,HATTIESBURG,MS,39402,NOT AVAILABLE,(601) 268-8000,GENERAL ACUTE CARE,OPEN,211,LAMAR,28073,USA,31.3260739630001,-89.366462365,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.merithealthwesley.com/Merit-Health-Wesley/Home.aspx,License #12-023,WESLEY MEDICAL CENTER,28,PROPRIETARY,-999,211,IV,Y,2013-03-27T00:00:00.000Z
-89.956272679999984,34.62461972800002,4020,19,NORTH OAK REGIONAL MEDICAL CENTER,401 GETWELL DRIVE,NOT AVAILABLE,SENATOBIA,MS,38668,NOT AVAILABLE,(662) 562-3100,GENERAL ACUTE CARE,OPEN,76,TATE,28137,USA,34.624619728,-89.95627268,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2013-10-02T00:00:00.000Z,http://www.normc.org,License #16-286,NOT AVAILABLE,28,PROPRIETARY,-999,76,IV,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-89.028067431999943,34.497832214000027,4021,20,BAPTIST MEMORIAL HOSPITAL - UNION COUNTY,200 HIGHWAY 30 WEST,NOT AVAILABLE,NEW ALBANY,MS,38652,NOT AVAILABLE,(662) 538-7631,GENERAL ACUTE CARE,OPEN,153,UNION,28145,USA,34.497832214,-89.0280674319999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.baptistonline.org/union-county/,License #16-239,NOT AVAILABLE,28,NON-PROFIT,-999,153,IV,Y,2013-03-27T00:00:00.000Z
-90.545454550999978,33.734435401000042,4022,21,NORTH SUNFLOWER MEDICAL CENTER,840 NORTH OAK AVENUE,NOT AVAILABLE,RULEVILLE,MS,38771,NOT AVAILABLE,(662) 756-2711,GENERAL ACUTE CARE,OPEN,35,SUNFLOWER,28133,USA,33.734435401,-90.545454551,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2013-10-02T00:00:00.000Z,http://www.northsunflower.com,License #11-168,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,35,IV,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-90.650193530999957,33.457519950000062,4023,22,SOUTH SUNFLOWER COUNTY HOSPITAL,121 EAST BAKER STREET,NOT AVAILABLE,INDIANOLA,MS,38751,NOT AVAILABLE,(662) 877-5235,GENERAL ACUTE CARE,OPEN,49,SUNFLOWER,28133,USA,33.4575199500001,-90.650193531,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-02-11T00:00:00.000Z,NOT AVAILABLE,License #11-102,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,49,IV,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-90.499007932999973,33.918439571000079,4024,23,MEDICAL/DENTAL FACILITY AT PARCHMAN,HIGHWAY 49 WEST,NOT AVAILABLE,PARCHMAN,MS,38738,NOT AVAILABLE,(662) 745-6611,GENERAL ACUTE CARE,OPEN,56,SUNFLOWER,28133,USA,33.9184395710001,-90.499007933,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-11T00:00:00.000Z,http://www.mdoc.ms.gov/Divisions/Pages/Medical-Division.aspx,License #11-317,NOT AVAILABLE,28,GOVERNMENT - STATE,-999,56,NOT AVAILABLE,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-90.058832326999948,34.004056338000048,4025,24,TALLAHATCHIE GENERAL HOSPITAL,201 SOUTH MARKET STREET,NOT AVAILABLE,CHARLESTON,MS,38921,NOT AVAILABLE,(662) 647-5535,CRITICAL ACCESS,OPEN,18,TALLAHATCHIE,28135,USA,34.0040563380001,-90.0588323269999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-02-11T00:00:00.000Z,www.mytgh.com/‎,License #11-211,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,18,IV,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-91.386823990999957,31.524908165000056,4026,25,NATCHEZ COMMUNITY HOSPITAL,129 JEFFERSON DAVIS BOULEVARD,NOT AVAILABLE,NATCHEZ,MS,39120,NOT AVAILABLE,(601) 445-6205,GENERAL ACUTE CARE,CLOSED,101,ADAMS,28001,USA,31.5249081650001,-91.386823991,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2013-10-02T00:00:00.000Z,http://www.natchezcommunityhospital.com/default.aspx,License #12-271,NOT AVAILABLE,28,PROPRIETARY,-999,101,IV,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-91.391792301999942,31.527489847000023,4027,26,MERIT HEALTH NATCHEZ,54 SEARGENT PRENTISS DRIVE,NOT AVAILABLE,NATCHEZ,MS,39121,NOT AVAILABLE,(601) 443-2100,GENERAL ACUTE CARE,OPEN,179,ADAMS,28001,USA,31.527489847,-91.3917923019999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2013-10-02T00:00:00.000Z,http://www.merithealthnatchez.com/,License #11-220,NATCHEZ REGIONAL MEDICAL CENTER,28,GOVERNMENT - LOCAL,-999,179,IV,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-88.559823405999964,34.935313098000059,4028,27,MAGNOLIA REGIONAL HEALTH CENTER,611 ALCORN DRIVE,NOT AVAILABLE,CORINTH,MS,38834,NOT AVAILABLE,(662) 293-1000,GENERAL ACUTE CARE,OPEN,200,ALCORN,28003,USA,34.9353130980001,-88.559823406,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.mrhc.org,License #11-248,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,200,III,Y,2013-03-27T00:00:00.000Z
-89.598363384999985,33.065866153000044,4029,28,BAPTIST MEDICAL CENTER - ATTALA,220 HIGHWAY 12 WEST,NOT AVAILABLE,KOSCIUSKO,MS,39090,NOT AVAILABLE,(662) 289-4311,CRITICAL ACCESS,OPEN,25,ATTALA,28007,USA,33.0658661530001,-89.598363385,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY WITH OTHER,2014-03-12T00:00:00.000Z,http://mbhs.org/locations/baptist-medical-center-attala/,License #11-008,MONTFORT JONES MEMORIAL HOSPITAL,28,GOVERNMENT - LOCAL,-999,25,IV,Y,2013-03-27T00:00:00.000Z
-90.199159624999936,33.517809196000023,4030,29,GREENWOOD LEFLORE HOSPITAL,1401 RIVER ROAD,NOT AVAILABLE,GREENWOOD,MS,38935,NOT AVAILABLE,(662) 459-7000,GENERAL ACUTE CARE,OPEN,208,LEFLORE,28083,USA,33.517809196,-90.1991596249999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.glh.org,License #11-065,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,208,IV,Y,2013-03-27T00:00:00.000Z
-90.199459100999945,33.517749749000068,4031,30,GREENWOOD AMG SPECIALTY HOSPITAL,1401 RIVER ROAD,SECOND FLOOR,GREENWOOD,MS,38930,NOT AVAILABLE,(662) 451-5172,LONG TERM CARE,OPEN,40,LEFLORE,28083,USA,33.5177497490001,-90.1994591009999,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.amgihm.com/location/amg-specialty-hospital-greenwood,License #22-335,LTAC HOSPITAL OF GREENWOOD,28,PROPRIETARY,-999,40,IV,Y,2013-03-27T00:00:00.000Z
-88.427823793999963,33.525284909000035,4032,31,BAPTIST MEMORIAL HOSPITAL - GOLDEN TRIANGLE,2520 5TH STREET NORTH,NOT AVAILABLE,COLUMBUS,MS,39705,NOT AVAILABLE,(662) 244-1500,GENERAL ACUTE CARE,OPEN,315,LOWNDES,28087,USA,33.5252849090001,-88.4278237939999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.baptistonline.org/golden-triangle/,License #13-253,NOT AVAILABLE,28,NON-PROFIT,-999,315,III,Y,2013-03-27T00:00:00.000Z
-88.533443910999949,30.376394074000054,4033,32,SINGING RIVER HOSPITAL,2809 DENNY AVENUE,NOT AVAILABLE,PASCAGOULA,MS,39581,NOT AVAILABLE,(228) 809-5000,GENERAL ACUTE CARE,OPEN,435,JACKSON,28059,USA,30.3763940740001,-88.5334439109999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.mysrhs.com,License #11-039,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,435,III,Y,2013-03-27T00:00:00.000Z
-88.780714437999961,30.414135218000069,4034,33,OCEAN SPRINGS HOSPITAL,3109 BIENVILLE BOULEVARD,NOT AVAILABLE,OCEAN SPRINGS,MS,39564,NOT AVAILABLE,(228) 818-1111,GENERAL ACUTE CARE,OPEN,136,JACKSON,28059,USA,30.4141352180001,-88.780714438,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://srhshealth.com/OSH_Hospital.htm,License #11-039,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,136,III,Y,2013-03-27T00:00:00.000Z
-89.354337954999949,30.316774486000043,4035,34,HANCOCK MEDICAL CENTER,149 DRINKWATER BOULEVARD,NOT AVAILABLE,BAY ST. LOUIS,MS,39521,NOT AVAILABLE,(228) 467-8600,GENERAL ACUTE CARE,OPEN,102,HANCOCK,28045,USA,30.316774486,-89.3543379549999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2013-10-02T00:00:00.000Z,http://www.hmc.org,License # 11-214,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,102,IV,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-88.889750647999961,30.395938681000061,4036,35,MERIT HEALTH BILOXI,150 REYNOIR STREET,NOT AVAILABLE,BILOXI,MS,39530,NOT AVAILABLE,(228) 432-1571,GENERAL ACUTE CARE,OPEN,198,HARRISON,28047,USA,30.3959386810001,-88.889750648,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2013-10-02T00:00:00.000Z,http://www.merithealthbiloxi.com/,License # 12-299,BILOXI REGIONAL MEDICAL CENTER,28,PROPRIETARY,-999,198,III,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-89.09343366,30.444090115000044,4037,36,GARDEN PARK MEDICAL CENTER,15200 COMMUNITY ROAD,NOT AVAILABLE,GULFPORT,MS,39503,NOT AVAILABLE,(228) 575-7000,GENERAL ACUTE CARE,OPEN,130,HARRISON,28047,USA,30.4440901150001,-89.09343366,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2013-10-02T00:00:00.000Z,http://www.gpmedical.com,License #12-272,NOT AVAILABLE,28,PROPRIETARY,-999,130,III,NOT AVAILABLE,2013-03-27T00:00:00.000Z
-89.115569604999962,30.367675408000014,4038,37,MEMORIAL HOSPITAL AT GULFPORT,4500 13TH STREET,NOT AVAILABLE,GULFPORT,MS,39501,NOT AVAILABLE,(228) 867-4000,GENERAL ACUTE CARE,OPEN,445,HARRISON,28047,USA,30.367675408,-89.115569605,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.gulfportmemorial.com,License #11-028,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,445,II,Y,2013-03-27T00:00:00.000Z
-89.11611762199999,30.369969005000033,4039,38,SELECT SPECIALTY HOSPITAL GULF COAST,1520 BROAD AVENUE,NOT AVAILABLE,GULFPORT,MS,39501,NOT AVAILABLE,(228) 575-7500,LONG TERM CARE,OPEN,61,HARRISON,28047,USA,30.369969005,-89.116117622,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://msdh.ms.gov/msdhsite/_static/resources/6747.pdf,2016-08-16T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.selectspecialtyhospitals.com/company/locations/gulfcoas,License #22-326,NOT AVAILABLE,28,PROPRIETARY,-999,61,NOT AVAILABLE,Y,2013-03-27T00:00:00.000Z
